SchoolN,State Name,NCESSCH,School Name,Agency Name
CLOVERLY ELEMENTARY,Maryland,240048001524,Cloverly Elementary,Montgomery County Public Schools
COCKEYSVILLE MIDDLE,Maryland,240012000366,Cockeysville Middle,Baltimore County Public Schools
COL. ZADOK MAGRUDER HIGH,Maryland,240048000808,Col. Zadok Magruder High,Montgomery County Public Schools
COLD SPRING ELEMENTARY,Maryland,240048000809,Cold Spring Elementary,Montgomery County Public Schools
COLGATE ELEMENTARY,Maryland,240012000367,Colgate Elementary,Baltimore County Public Schools
COLLEGE GARDENS ELEMENTARY,Maryland,240048000810,College Gardens Elementary,Montgomery County Public Schools
COLLEGE PARK ACADEMY,Maryland,240051001718,College Park Academy,Prince George's County Public Schools
COLLINGTON SQUARE ELEMENTARY/MIDDLE,Maryland,240009000179,Collington Square Elementary/Middle,Baltimore City Public Schools
COLONEL RICHARDSON HIGH SCHOOL,Maryland,240018000518,Colonel Richardson High School,Caroline County Public Schools
COLONEL RICHARDSON MIDDLE SCHOOL,Maryland,240018000519,Colonel Richardson Middle School,Caroline County Public Schools
COLUMBIA PARK ELEMENTARY,Maryland,240051001012,Columbia Park Elementary,Prince George's County Public Schools
COMMODORE JOHN RODGERS ELEMENTARY/MIDDLE,Maryland,240009000180,Commodore John Rogers Elementary/Middle,Baltimore City Public Schools
COMMUNITY BASED CLASSROOMS,Maryland,240051001067,Community Based Classrooms,Prince George's County Public Schools
CONCORD ELEMENTARY,Maryland,240051001013,Concord Elementary,Prince George's County Public Schools
CONNEXIONS: A COMMUNITY BASED ARTS SCHOOL,Maryland,240009001302,ConneXions: A  Community Based Arts School,Baltimore City Public Schools
CONOWINGO ELEMENTARY,Maryland,240024000566,Conowingo Elementary,Cecil County Public Schools
COOL SPRING ELEMENTARY,Maryland,240051000510,Cool Spring Elementary,Prince George's County Public Schools
COOPER LANE ELEMENTARY,Maryland,240051001014,Cooper Lane Elementary,Prince George's County Public Schools
COPPIN ACADEMY,Maryland,240009001530,Coppin Academy,Baltimore City Public Schools
CORA L. RICE ELEMENTARY,Maryland,240051001222,Cora L. Rice Elementary,Prince George's County Public Schools
CORKRAN MIDDLE SCHOOL,Maryland,240006000059,Corkran Middle School,Anne Arundel County Public Schools
CRADLEROCK ELEMENTARY,Maryland,240042001699,Cradlerock Elementary,Howard County Public Schools
CRANBERRY STATION ELEMENTARY,Maryland,240021001105,Cranberry Station Elementary,Carroll County Public Schools
CREATIVE CITY PUBLIC CHARTER SCHOOL,Maryland,240009001716,Creative City Public Charter School,Baltimore City Public Schools
CRELLIN ELEMENTARY,Maryland,240036000665,Crellin Elementary,Garrett County Public Schools
CRESAPTOWN ELEMENTARY,Maryland,240003000010,Cresaptown Elementary,Allegany County Public Schools
CRESTHAVEN ELEMENTARY,Maryland,240048000814,Cresthaven Elementary,Montgomery County Public Schools
CRESTWOOD MIDDLE,Maryland,240033001357,Crestwood Middle,Frederick County Public Schools
CRISFIELD ACADEMY AND HIGH SCHOOL,Maryland,240057001201,Crisfield Academy and High School,Somerset County Public Schools
CROFTON ELEMENTARY,Maryland,240006000060,Crofton Elementary,Anne Arundel County Public Schools
CROFTON MEADOWS ELEMENTARY,Maryland,240006001517,Crofton Meadows Elementary,Anne Arundel County Public Schools
CROFTON MIDDLE,Maryland,240006001403,Crofton Middle,Anne Arundel County Public Schools
CROFTON WOODS ELEMENTARY,Maryland,240006000061,Crofton Woods Elementary,Anne Arundel County Public Schools
CROMWELL VALLEY ELEMENTARY REGIONAL MAGNET,Maryland,240012000463,Cromwell Valley Elementary Technology,Baltimore County Public Schools
CROOM HIGH,Maryland,240051001463,Croom High,Prince George's County Public Schools
CROSS COUNTRY ELEMENTARY/MIDDLE,Maryland,240009000182,Cross Country Elementary/Middle,Baltimore City Public Schools
CROSSLAND EVENING/SATURDAY HIGH,Maryland,240051001062,Crossland Evening/Saturday High,Prince George's County Public Schools
CROSSLAND HIGH,Maryland,240051001017,Crossland High,Prince George's County Public Schools
CROSSROADS CENTER,Maryland,240012001649,Crossroads Center,Baltimore County Public Schools
CROSSROADS MIDDLE SCHOOL,Maryland,240021001694,Crossroads Middle School,Carroll County Public Schools
CURTIS BAY ELEMENTARY,Maryland,240009000183,Curtis Bay Elementary/Middle,Baltimore City Public Schools
DALLAS F. NICHOLAS SR. ELEMENTARY,Maryland,240009000184,Dallas F. Nicholas Sr. Elementary,Baltimore City Public Schools
DAMASCUS ELEMENTARY,Maryland,240048000815,Damascus Elementary,Montgomery County Public Schools
DAMASCUS HIGH,Maryland,240048001455,Damascus High,Montgomery County Public Schools
DANIEL OF ST. THOMAS JENIFER ELEMENTARY SCHOOL,MARYLAND,240027010501,Daniel of St. Thomas Jenifer Elementary School,Charles County Public Schools
DARLINGTON ELEMENTARY,Maryland,240039000685,Darlington Elementary,Harford County Public Schools
DARNESTOWN ELEMENTARY,Maryland,240048000817,Darnestown Elementary,Montgomery County Public Schools
DAVIDSONVILLE ELEMENTARY,Maryland,240006000062,Davidsonville Elementary,Anne Arundel County Public Schools
DAYTON OAKS,Maryland,240042001539,Dayton Oaks,Howard County Public Schools
DEAL ISLAND SCHOOL,Maryland,240057001202,Deal Island School,Somerset County Public Schools
DEALE ELEMENTARY,Maryland,240006000063,Deale Elementary,Anne Arundel County Public Schools
DEEP CREEK ELEMENTARY,Maryland,240012000369,Deep Creek Elementary,Baltimore County Public Schools
DEEP CREEK MIDDLE,Maryland,240012000370,Deep Creek Middle,Baltimore County Public Schools
DEEP RUN ELEMENTARY,Maryland,240042090448,Deep Run Elementary,Howard County Public Schools
DEER CROSSING ELEMENTARY,Maryland,240033000847,Deer Crossing Elementary,Frederick County Public Schools
DEER PARK ELEMENTARY,Maryland,240012000371,Deer Park Elementary,Baltimore County Public Schools
DEER PARK MIDDLE MAGNET SCHOOL,Maryland,240012000372,Deer Park Middle Magnet School,Baltimore County Public Schools
DEERFIELD ELEMENTARY,Maryland,240039000686,Deerfield Elementary,Harford County Public Schools
